OBJECTID,contract_number,contract_description,contractor_id,contractor_name,contract_status,contract_type,contract_subtype,last_modified,original_amount,revised_amount,vendor_id,vendor_name,objectid_1,aging,,,
540,92200130,ICMA CONFERENCE VIDEO PRODUCTION                  ,30733,BOWMAN CONSTRUCTION INC,CLOSED,GS   (GEN SERV),,2021/11/19 00:00:00+00,22500,22500,38008,WEBSEDGE LIMITED,539,Current,,,
541,91300219,GENERATOR REPAIR AT NORTH FOR WATER PLANT         ,10129,BUILD IT NATURALLY,CLOSED,GS   (GEN SERV),,2014/06/02 00:00:00+00,10076.3,8762,10652,CONSOLIDATED ELECTRICAL DIST.,540,90+,,,
542,91900404,OP & MAINT FACILITY STUDY FOR PUBLIC WORKS        ,5408,MECHANICAL EQUIPMENT CO.,POSTED,PRO  (PRO SERVIC),,2021/08/20 00:00:00+00,278000,357750,32613,IBI GROUP,541,Current,,,
543,91000323,"PARTS AND LABOR TO REPAIR TRUCK 203, DOOR DAMAGE  ",2091,DANNY PHILLIPS,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,1787.58,1787.58,3119,OLEN HENSLEY AUTOMOTIVE INC,542,Current,,,
544,91100821,PROPOSAL: ASBESTOS ABATEMENT DESIGN/CLEARANCE TEST,10783,"JAMES RIVER EQUIPMENT VIRGINIA,LLC",CLOSED,GS   (GEN SERV),,2012/11/14 00:00:00+00,18000,13600.03,8280,"ECS SOUTHEAST, LLP",543,31-60,,,
545,91000539,                                                  ,10119,GREEN BUILT ALLIANCE,CLOSED,GENERAL,,2010/05/06 00:00:00+00,100,100,9235,"ASHEVILLE DESIGN CENTER, INC.",544,90+,,,
546,91500276,NF WTP DAM INTAKE TOWER & CONDUIT REPAIRS CONST   ,16944,"VHB ENGINEERING NC, PC",CLOSED,CON  (CONSTUCT/R),,2016/08/01 00:00:00+00,1658000,1608555,20771,"HAREN CONSTRUCTION COMPANY, INC.",545,Current,,,
547,92100116,MICHIGAN COALITION AGAINST HOMELESS HMIS FY20-21  ,7308,URTV INC,CLOSED,HUD (GEN SERV-HUD),COC,2021/12/09 00:00:00+00,40706.24,24600.2,21673,MICHIGAN COALITION AGAINST HOMELESS,546,90+,,,
548,92100146,"REMOVE HAZMAT FROM 300 MERRIMON					              ",8828,THOMPSON GORDON SHOOK ENGINEERS INC.,CLOSED,CON  (CONSTUCT/R),,2021/02/05 00:00:00+00,29900,29900,32619,"E. LUKE GREENE COMPANY, INC.",547,31-60,,,
549,92200280,2021 LARGE METER/VAULT REPLACEMENTS               ,30461,DOMOKUR ARCHITECTS INC,POSTED,CON  (CONSTUCT/R),,2021/12/29 00:00:00+00,193000,193000,12971,T. P. HOWARDS PLUMBING CO INC,548,61-90,,,
550,91100132,BC 10 ENTERTAINER                                 ,9016,MICHAEL D HOLTON,CLOSED,ENT  (ENTERTAIN),,2010/07/08 00:00:00+00,400,400,8573,LAURA REED & DEEP POCKET,549,61-90,,,
551,91000383,SERVICE FIRE EXTINGUISHERS                        ,31351,ERICK LEE,CLOSED,GENERAL,,2010/08/19 00:00:00+00,500,500,6103,ASHEVILLE FIRE PROTECTION CO I,550,Current,,,
552,91100263,CURBSIDE RECYCLING COLLECTION PROGRAM AND SERVICE ,4817,SYNAGRO SOUTHEAST,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,910200,13632677.83,558,CURBSIDE MANAGEMENT INC,551,1-30,,,
553,91900387,DEMOLITION AND SITE REMEDIATION PLAYGROUND/AZALEA ,26859,CHA CONSULTING INC,CLOSED,CON  (CONSTUCT/R),,2019/06/28 00:00:00+00,28950,28950,5260,"B ALLEN CONSTRUCTION, INC.",552,Current,,,
554,91100033,BC ENTERTAINER BROTHER JOSCEPHUS                  ,37098,"SUNRISE COMMUNITY FOR RECOVERY & WELLNESS, INC",CLOSED,ENT  (ENTERTAIN),,2010/07/01 00:00:00+00,650,650,9030,DAVID MENDELSOHN,553,31-60,,,
555,91800441,                                                  ,9036,JONATHAN SCALES,CLOSED,GS   (GEN SERV),,2018/07/10 00:00:00+00,89999,0,9999,CHANGE ORDER VENDOR,554,31-60,,,
556,91900067,EDC 5X5 SUPPORT FOR 2019                          ,558,CURBSIDE MANAGEMENT INC,CLOSED,GS   (GEN SERV),,2021/06/08 00:00:00+00,40000,20000,35,ASHEVILLE CHAMBER OF COMMERCE,555,1-30,,,
557,91000171,I-4401 (MUNICIPLE AGREEMENT WITH NC DOT)          ,30380,"CODE FOR AMERICA, CFA",CLOSED,PRO  (PRO SERVIC),,2010/01/20 00:00:00+00,106900,106900,1881,NC DEPT OF TRANSPORTATION,556,1-30,,,
558,92100358,FY 20/21 EMERGENCY SHELTER FOR DV SURVIVORS       ,35273,"LOOMIS ARMORED US, LLC",CLOSED,HUD (GEN SERV-HUD),CDBG,2021/08/04 00:00:00+00,30000,30000,1235,HELPMATE INC,557,90+,,,
559,91500179,UTILITY RELOCATION ON HENDERSONVILLE ROAD         ,10652,CONSOLIDATED ELECTRICAL DIST.,CLOSED,CON  (CONSTUCT/R),,2015/06/16 00:00:00+00,3410,3410,10485,"PATTON CONSTRUCTION GROUP, INC.",558,1-30,,,
560,91700272,NEW LEICESTER HIGHWAY SIDEWALK DESIGN             ,7265,SIMPLEXGRINNELL,POSTED,PRO  (PRO SERVIC),,2021/08/20 00:00:00+00,350000,350000,1754,MATTERN & CRAIG,559,Current,,,
561,91700035,MAINTENANCE OF PARCS EQUIPMENT                    ,5510,CAROLINA SPECIALTIES CONSTRUCT,CLOSED,GS   (GEN SERV),,2018/05/14 00:00:00+00,88615,88614.48,609,CINCINNATI SYSTEMS INC,560,Current,,,
562,91600034,REPLACE BASKETBALL & TENNIS COURTS                ,23652,LINKEDIN CORPORATION,CLOSED,CON  (CONSTUCT/R),,2016/05/25 00:00:00+00,298884,297584,5260,"B ALLEN CONSTRUCTION, INC.",561,61-90,,,
563,91100486,PROVIDING TEMPORARY LABOR                         ,11872,"FOX MANAGEMENT CONSULTING ENTERPRISES, LLC",CLOSED,GS   (GEN SERV),,2011/08/10 00:00:00+00,24500,44500,5444,ASHEVILLE STAFFING RESOURCES,562,Current,,,
564,92200245,REED CREEK FEASIBILITY STUDY                      ,5763,SCHOOL OF GOVERNMENT,CREATED,PRO  (PRO SERVIC),,2021/11/18 00:00:00+00,50000,50000,1535,LAND-OF-SKY REGIONAL COUNCIL,563,31-60,,,
565,91000625,FENCING FOR SECURITY - BEAVERDAM PUMP STATION & GE,38488,"DESIGNPD,, LLC",CLOSED,GENERAL,,2010/08/19 00:00:00+00,4765,4765,10111,HOLLOWAY FENCE CO.,564,1-30,,,
566,91500302,WELLNESS CONSULTANT                               ,9059,CHARISMA ARTIST AGENCY,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,10000,5899,18886,"PUFFER, JOLENE",565,90+,,,
567,91500085,ASSISTANCE FOR EMPLOYEES EXPERICANCING PROBLEMS   ,27150,THE PALMER COMPANY INC,CLOSED,GS   (GEN SERV),,2014/10/24 00:00:00+00,22974,22806,7727,EMPLOYEE ASSISTANCE NETWORK IN,566,1-30,,,
568,92100210,ACTUARIAL STUDIES FOR LEO & OPEB                  ,34123,"SUSAN RHEW DESIGN, INC.",CLOSED,GS   (GEN SERV),,2021/06/09 00:00:00+00,10000,9913.6,7666,CAVANAUGH MACDONALD,567,31-60,,,
569,91000503,                                                  ,5773,NATIONAL CONSTRUCTION RENTALS,CLOSED,PRO  (PRO SERVIC),,2010/04/15 00:00:00+00,500,500,7233,"KATHY MARTH, M. A.",568,Current,,,
570,91400109,FRENCH BROAD RIVER MPO MEMO OF UNDERSTANDING 2013 ,10618,"BORA, VADIM",CLOSED,GS   (GEN SERV),,2015/06/19 00:00:00+00,18000,31556,1535,LAND-OF-SKY REGIONAL COUNCIL,569,90+,,,
571,92100232,ROSE GARDEN LANDSCAPE IMPROVEMENTS                ,16675,"HAZEN AND SAWYER, D P.C.",CLOSED,CON  (CONSTUCT/R),,2021/03/22 00:00:00+00,17000,14670,13811,PINNACLE LANDSCAPE LLC.,570,31-60,,,
572,92000462,LIC. AGRMT POEM TO BE USED IN CITY'S PUB ART PIECE,25784,"HOST COMPLIANCE, LLC",CLOSED,GS   (GEN SERV),,2020/06/25 00:00:00+00,2750,2750,29722,DEWAYNE BARTON,571,1-30,,,
573,92100340,HCC CIVIC CENTER EXTERIOR IMPROVEMENTS            ,36393,TLG LEASING INC.,POSTED,CON  (CONSTUCT/R),,2021/10/13 00:00:00+00,1079805,1225885,36500,WXPROOFING LLC,572,1-30,,,
574,91100401,PACK SQUARE PARK MAINT-11/1/10 - 10/31/11         ,31059,"TEXTMARKS, INC.",CLOSED,GS   (GEN SERV),,2013/10/24 00:00:00+00,90000,203022.76,6055,RIVERTOP CONTRACTING INC,573,61-90,,,
575,91400102,PAYMENT FOR LOST REVENUE FY 13-14                 ,27445,SPORTS CONSTRUCTION MANAGEMENT INC,CLOSED,GENERAL,,2013/08/29 00:00:00+00,116245.8,116245.8,2340,SKYLAND VOLUNTEER FIRE DEPT,574,90+,,,
576,92200180,GRANT NC 1057-2021-2 FTA FFY 2020-5310 LAND OF SKY,14771,"RANDOLPH, JEFFREY RUSSELL",POSTED,GS   (GEN SERV),,2021/09/21 00:00:00+00,42838,42838,1535,LAND-OF-SKY REGIONAL COUNCIL,575,61-90,,,
577,91500086,AHS TO PROVIDE STAFFING FOR ANIMAL SHELTERING     ,10537,YMCA OF WESTERN NC,CLOSED,GS   (GEN SERV),,2015/08/04 00:00:00+00,230004,230004,1030,ASHEVILLE HUMANE SOCIETY,576,90+,,,
578,91600031,WEB BASED TRANSCRIPTION SERVICE USED BY APD       ,1200,HOYLE OFFICE SOLUTIONS,CLOSED,GS   (GEN SERV),,2018/07/26 00:00:00+00,7500,17080.86,11258,"NET TRANSCRIPTS, INC",577,61-90,,,
579,91100612,RECREATION OF CONTRACT 91000375                   ,18886,"PUFFER, JOLENE",CLOSED,GENERAL,,2014/05/27 00:00:00+00,7841.04,11683.78,5823,"MUNICIPAL EMERGENCY SERVICES, INC.",578,61-90,,,
580,92000493,MULTIPLE SURVEYING SERVICES FOR 65 FORD STREET    ,11954,"BLUELINE SYSTEMS AND SERVICES, LLC",POSTED,PRO  (PRO SERVIC),SUPPLMNTL ON CALL,2021/08/20 00:00:00+00,7625,14625,11680," COLE  SURVEYING AND DESIGN, PA",579,61-90,,,
581,91400270,FEASABILITY STUDY FOR REHAB OF PARK AVE N BRG     ,7477,FRIDAY SERVICES INC,CLOSED,PRO  (PRO SERVIC),,2014/07/15 00:00:00+00,30000,29940.62,18791,WSP USA CORP.,580,61-90,,,
582,91100809,SURVEYING SERVICES FORMER PSNC BLDG 14 RIVERSIDE D,39,ASHEVILLE ELEVATOR COMPANY,CLOSED,GS   (GEN SERV),,2013/03/25 00:00:00+00,1800,2121.25,7653,ED HOLMES & ASSOCIATES,581,1-30,,,
583,91700033,RENOVATE 14 RIVERSIDE DRIVE                       ,10921,"LANDAUER, INC.",CLOSED,CON  (CONSTUCT/R),,2017/08/08 00:00:00+00,833880,790061.26,585,CAROLINA CORNERSTONE CONSTRUCT,582,31-60,,,
584,91300087,INSTALL PAVEMENT MARKINGS - MONTFORD AVE          ,24011,"J RAMOS ASSOCIATES, LLC",CLOSED,GS   (GEN SERV),,2013/05/23 00:00:00+00,7710,7462.8,12687,INTERSTATE ROAD MANAGEMENT,583,1-30,,,
585,91500142,CUSTODIAL SERVICES FOR THE US CELLULAR CENTER     ,12014,"RATP DEV USA, INC.",CLOSED,GS   (GEN SERV),,2016/04/01 00:00:00+00,160000,77666.39,19740,THE BUDD GROUP INC.,584,1-30,,,
586,91100407,                                                  ,25047,"FLETCHER HOSPITAL, INC, DBA  ADVENTHEALTH  HENDERS",CLOSED,GENERAL,,2019/03/27 00:00:00+00,400,287.5,9017,MARVIN SMITH,585,90+,,,
587,91900130,TAMC GEOTECHNICAL/CONSTRUCTION MATERIALS TESTING  ,25428,"SOUTH CAROLINA TELECOMMUNICATIONS GROUP HOLDINGS,",CLOSED,PRO  (PRO SERVIC),,2019/11/11 00:00:00+00,5900,1811,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",586,Current,,,
588,91200204,REBUILD HYDRA TAPPER MODEL 1300 TAPPING MACHINE   ,22107,"DEMOCRACYAPPS, INC  ",CLOSED,GS   (GEN SERV),,2012/08/30 00:00:00+00,7500,8500,12894,"J AND S COSTELLO, LL",587,31-60,,,
589,92100451,CITY HALL - 1ST FLOOR FAMILY RESTROOM             ,28558,SPARC FOUNDATION INC,POSTED,CON  (CONSTUCT/R),,2021/11/19 00:00:00+00,73600,79064.48,30700,"J BARTHOLOMEW CONSTRUCTION, LLC",588,Current,,,
590,92000403,TIP411 COMMUNITY ENGAGEMENT TOOL                  ,30666,"FAIR AND IMPARTIAL POLICING, LLC",CLOSED,GS   (GEN SERV),,2021/06/09 00:00:00+00,3000,14400,34359,CITIZEN OBSERVER LLC,589,Current,,,
591,91000407,ATHLETIC OFFICIAL                                 ,34885,"ECKERD YOUTH ALTERNATIVES, INC.",CLOSED,PRO  (PRO SERVIC),,2013/01/30 00:00:00+00,1076,5938,1914,CARL NEFF,590,31-60,,,
592,91600178,CUSTOMERS TO USE CREDIT/DEBIT CARD ON STREET METER,19506,DEWEY INC.,CLOSED,GS   (GEN SERV),,2021/04/27 00:00:00+00,30000,178789.17,15130,"PASSPORT LABS, INC.",591,1-30,,,
593,91900200,SECURITY DOORS AND WALLS AT 200 BINGHAM ROAD      ,35936,"SELECTRON TECHNOLOGIES, INC",CLOSED,CON  (CONSTUCT/R),,2019/05/17 00:00:00+00,21083,21083,10873,WILLIAM A STEWART SUPERIOR PAINTING INC.,592,1-30,,,
594,91100080,BC ENTERTAINER - VOODOO COURT                     ,1987,OPEX CORPORATION,CLOSED,ENT  (ENTERTAIN),,2010/07/02 00:00:00+00,600,600,10715,"KUHN, MARK",593,Current,,,
595,91400050,2012-13 FINANCIAL AUDIT-CHERRY BEKAERT            ,12914,ASHEVILLE-BUNCOMBE REGIONAL SPORTS COMMISSION,CLOSED,GS   (GEN SERV),,2014/05/28 00:00:00+00,85000,85000,17106,"CHERRY BEKAERT, LLP",594,Current,,,
596,91100705,TEMP SERVICES REPLACEMENT FOR S. FRANKLIN         ,2925,XI DELTA RHO CHAP BETA SIGMA P,CLOSED,GS   (GEN SERV),,2014/05/28 00:00:00+00,7000,11914.06,11551,"FIND GREAT PEOPLE, LLC",595,90+,,,
597,92200201,CONSULTING FOR EMERGENCY SHELTER                  ,11381,"BUBANY, JOHN ANDREW",POSTED,GS   (GEN SERV),,2021/10/14 00:00:00+00,30000,30000,38179,TOM ALBANESE CONSULTING LLC,596,31-60,,,
598,91800125,SECURITY FOR 200 BINGHAM ROAD                     ,8280,"ECS SOUTHEAST, LLP",CLOSED,GS   (GEN SERV),,2018/08/09 00:00:00+00,89000,87686.27,21842,"S & S MANAGEMENT GROUP, LLC",597,1-30,,,
599,91600064,AUDIT OF APD DOCUMENTS ROOM                       ,10229,THE ASHEVILLE CITY SCHOOLS FOUNDATION,CLOSED,GS   (GEN SERV),,2017/06/07 00:00:00+00,23700,8000,22079,"BISSINGER, SCOTT J.",598,1-30,,,
600,92100347,SURVEY OF BOUDARIES AND DEED RECORDS              ,11749,"STARBOARD CONSULTING, LLC.",CLOSED,PRO  (PRO SERVIC),,2021/08/02 00:00:00+00,14362,14362,35996,"TURNER LAND SURVEYING, PLLC",599,61-90,,,
601,91000581,CITY HALL MEZZANINE CONFERENCE AREA WALLS         ,38488,"DESIGNPD,, LLC",CLOSED,CON  (CONSTUCT/R),,2010/08/19 00:00:00+00,13187.57,14037.57,1961,OFFICE ENVIRONMENT OF ASHE,600,61-90,,,
602,91600118,MEDIAN MAINTENANCE 2015                           ,1255,HENDERSON COUNTY,CLOSED,PRO  (PRO SERVIC),,2017/04/03 00:00:00+00,64020,58200,1706,MCGILL ASSOCIATES PA,601,90+,,,
603,91400271,REPLACING POOL DRAIN COVERS                       ,9223,CAROL MILLER,CLOSED,PRO  (PRO SERVIC),,2014/06/12 00:00:00+00,8000,7450,13352,"LEGACY COMMERCIAL POOL SERVICES, INC.",602,61-90,,,
604,91100492,CITY HALL MEZZANINE WATER ADMIN CONF RM           ,20285,"SMITH DRAY LINE & STORAGE CO., INC.",CLOSED,GS   (GEN SERV),,2012/06/26 00:00:00+00,1305.87,0,1961,OFFICE ENVIRONMENT OF ASHE,603,Current,,,
605,92100172,"FY20 CARES ACT SECT 5307 $2,462,856-NC-2021-008-00",27196,ANCHOR QEA OF NORTH CAROLINA PLLC,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,2462856,2462856,7155,BUNCOMBE COUNTY PLANNING DEPAR,604,1-30,,,
606,91100379,VALLEY SPRINGS SPORTS COMPLEX                     ,3157,KLOESEL ENGINEERING PA,CLOSED,GS   (GEN SERV),,2010/08/31 00:00:00+00,6600,6600,5260,"B ALLEN CONSTRUCTION, INC.",605,Current,,,
607,91200200,STATION 8 ROOF EDGE REPAIR                        ,11303,"BLUE SKIES CONSTRUCTION AND RENOVATION, INC.",CLOSED,CON  (CONSTUCT/R),,2011/11/30 00:00:00+00,9718,9718,4174,CAROLINA MOUNTAIN ROOFING,606,Current,,,
608,91600041,RADIO DISPATCHERS PER ADD. 2 TO INTERGOVT AGRMT   ,9094,SKYLAND INN LLC,CLOSED,GS   (GEN SERV),,2016/10/25 00:00:00+00,187241,187735.16,416,BUNCOMBE COUNTY FINANCE DEPT,607,31-60,,,
609,91400287,CHANGE AIR CONDITIONING UNIT TO HEAT PUMP         ,6903,RENTAL UNIFORM SERVICE OF,CLOSED,CON  (CONSTUCT/R),,2015/06/18 00:00:00+00,19958,28949,1188,M B HAYNES CORPORATION,608,Current,,,
610,92200277,GRANT CENTER CONSTRUCTION                         ,26947,LASTING IMPRESSION CG LLC,POSTED,CON  (CONSTUCT/R),,2021/12/20 00:00:00+00,7463892,7463892,23176,HARPER CORPORATION - GENERAL CONTRACTORS,609,1-30,,,
611,92000176,GE UNISON 2019 ECONOMIC INCNTV AGRMNT  - PAYMNT #1,37384,"PBMARES, LLP",POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,225240,225240,32198,GENERAL ELECTRIC COMPANY,610,1-30,,,
612,91300034,BRUSH AND LEAF DISPOSAL FOR COA - FY13            ,8245,CURTIS RING DBA,CLOSED,GENERAL,,2015/08/14 00:00:00+00,68700,68700,1244,HENSONS INC,611,1-30,,,
613,92000382,SUPPLEMENTAL AGREEMENT - WATER SYSTEM FLUSHING    ,29335,PANTHEON SYSTEMS INC,CLOSED,PRO  (PRO SERVIC),SUPPLMNTL ON CALL,2021/10/04 00:00:00+00,50000,49992.5,16675,"HAZEN AND SAWYER, D P.C.",612,90+,,,
614,92100205,"REGISTRATION/PROGRAM FEE, RECERTIFICATION AUDIT   ",7731,ANIMAL HAVEN OF ASHEVILLE INC,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,17985,17985,6573,NSF - ISR,613,1-30,,,
615,91900232,PROPERTY TAX BILLING FEE                          ,15683,FIRST SOUTHWEST,CLOSED,GS   (GEN SERV),,2019/06/28 00:00:00+00,795000,795000,416,BUNCOMBE COUNTY FINANCE DEPT,614,1-30,,,
616,91400201,FLOW TEST SCOTT AIR PAKS                          ,10758,"SPF MUSIC, LLC",CLOSED,GENERAL,,2014/05/28 00:00:00+00,10608.06,10608.06,14955,"RHINEHART FAMILY COMPANY, INC.",615,Current,,,
617,92000480,AUTOMATIC PASSENGER COUNTER DATA PROCESSING       ,29597,"MEDLOCK & ASSOCIATES ENGINEERING, PA",POSTED,GS   (GEN SERV),,2022/01/10 00:00:00+00,0,10787,18415,URBAN TRANSPORTATION ASSOCIATES,616,Current,,,
618,91500052,PRESSURE WASH PREP PAINT 2 PARK SHELTERS          ,1203,HOUSING AUTHORITY OF THE CITY OF ASHEVILLE,CLOSED,CON  (CONSTUCT/R),,2015/06/17 00:00:00+00,4800,4800,15995,"FRESHWATER FINISHES, LLC",617,61-90,,,
619,91800278,BIKE SHARE FEASIBILITY STUDY-RFP298-BSHAREFEAS0607,8974,ROBERT BARRETT,CLOSED,GS   (GEN SERV),,2020/04/27 00:00:00+00,49949,64449,20175,"ALTA PLANNING & DESIGN, INC.",618,Current,,,
620,92000099,S MARKET ST STREET LIGHT BY DUKE                  ,27269,BROWNE BORTZ & CODDINGTON INC,POSTED,CON  (CONSTUCT/R),,2021/08/20 00:00:00+00,14121.46,14121.46,30697,"DUKE ENERGY PROGRESS, LLC",619,90+,,,
621,91700163,RADTIP CONTAMINATED WASTE                         ,11473,"CLARKE, VIRIS VIOLA",CLOSED,GS   (GEN SERV),,2017/08/01 00:00:00+00,50000,116356.64,3574,MOUNTAIN ENVIRONMENTAL SERVICE,620,Current,,,
622,91200125,EAST OAKVIEW ROAD BRIDGE REPLACEMENT              ,9030,DAVID MENDELSOHN,CLOSED,CON  (CONSTUCT/R),,2013/04/17 00:00:00+00,1314008.63,1093073.72,2560,TAYLOR & MURPHY CONSTR,621,Current,,,
623,92200090,FY 20/21 HOME TBRA                                ,11918,BAKER ROOFING COMPANY,POSTED,HUD (GEN SERV-HUD),HOME,2021/08/20 00:00:00+00,18750,18750,14834,"ELIADA HOMES, INC.",622,31-60,,,
624,91600214,TIP OF WNC CITIZEN EMERGENCY RESPONSE PROGRAM     ,30240,"UNITED ELEVATOR SERVICES, LLC",CLOSED,GS   (GEN SERV),,2016/12/05 00:00:00+00,10465,10465,23770,"TRAUMA INTERVENTION PROGRAMS, INC.",623,90+,,,
625,91900285,NEW LEICESTER HGHWY SIDEWALK - EASEMENT ACQUISITIN,13095,MC COMMUNICATIONS INC.,CLOSED,PRO  (PRO SERVIC),,2021/01/22 00:00:00+00,89842.5,73508.8,29854,"WITHERSRAVENEL, INC.",624,1-30,,,
626,91400047,ANNUAL CONTRACT MULTIPLE LOCATIONS                ,7401,LETITIA BROMELL-ROSS,CLOSED,GS   (GEN SERV),,2015/06/17 00:00:00+00,20845,20816.12,812,DODSON BROS EXTERMINATING,625,1-30,,,
627,92200281,CJIS/CDE FY22 CONTINUATION OF SERVICES            ,32490,BARTLETT CONSTRUCTION & LANDSCAPING CO.,POSTED,GS   (GEN SERV),AGREEMENT,2022/01/03 00:00:00+00,990419,990419,416,BUNCOMBE COUNTY FINANCE DEPT,626,1-30,,,
628,91400208,HVAC REPLACEMENT PARKING GARAGE OFFICES           ,1123,GROVE PARK INN,CLOSED,CON  (CONSTUCT/R),,2014/05/21 00:00:00+00,11215,11215,2152,R & W INC,627,90+,,,
629,91900094,TEMPORARY ART FOR 68 HAYWOOD ST                   ,37818,AECOM TECHNICAL SERVICE OF NC,CLOSED,GS   (GEN SERV),,2019/05/24 00:00:00+00,7640,7640,16373,JENNIFER GREER FARES,628,Current,,,
630,92100428,FRENCH BROAD RIVER GREENWAY CLEANUP               ,17225,"MOUNTAIN HEART, INC.",CLOSED,GS   (GEN SERV),,2022/02/21 00:00:00+00,9200,9200,25250,MS LEAN,629,90+,,,
631,91100686,MCCORMICK FIELD BACKSTOP NETTING REPLACEMENT      ,23888,"HILLS MACHINERY COMPANY,LLC",CLOSED,GS   (GEN SERV),,2012/06/27 00:00:00+00,63000,59029.89,5844,MEDALLION ATHLETIC PRODUCTS IN,630,61-90,,,
632,91900196,HAYWOOD STREETSCAPE - DESIGN .                    ,6078,DANA BIERCE,CLOSED,PRO  (PRO SERVIC),,2022/01/18 00:00:00+00,231442,219777,1706,MCGILL ASSOCIATES PA,631,61-90,,,
633,91000585,REPAIR OF MARTIN YALE 1217A PAPER FOLDER SN#51992 ,35432,"AMPLIFY CONSULTING,LLC",CLOSED,GS   (GEN SERV),,2010/05/28 00:00:00+00,98.5,98.5,10436,BUSINESS EQUIPMENT SERVICE,632,Current,,,
634,92000137,BOWEN NATIONAL RESEARCH - AFFORDABLE HOUSING UPDAT,11381,"BUBANY, JOHN ANDREW",CLOSED,GS   (GEN SERV),SERVICE,2020/06/15 00:00:00+00,29900,29900,19827,"BOWEN NATIONAL RESEARCH, LLC",633,1-30,,,
635,91300269,TO BE USED ON LAKESHORE TO REMOVE LARGE TREE/MARK ,20045,"CONANT, PATRICK RYAN",CLOSED,RNT  (EQUIP RENT),,2015/05/21 00:00:00+00,908.25,1076.25,8560,CAMPBELL CRANE,634,31-60,,,
636,91100564,CHANGE ORDER FOR CLOSED PO#91420                  ,26655,CITYGOVAPP INC,CLOSED,PRO  (PRO SERVIC),,2010/11/16 00:00:00+00,91512.43,91512.43,7561,CORT ARCHITECTURAL GROUP PA,635,61-90,,,
637,91900185,ONTRACK FINANCIAL -VOUNTEER INCOME TAX FY 18-19   ,7219,XI OMEGA CHAPTER OF BETA SIGMA,CLOSED,GS   (GEN SERV),,2019/06/28 00:00:00+00,7500,7500,560,ONTRACK FINANCIAL ED & COUNSEL,636,31-60,,,
638,91300075,BELE CHERE ENTERTAINMENT                          ,10675,CHE CHE SOUL FOOD CATERING,CLOSED,ENT  (ENTERTAIN),,2012/07/20 00:00:00+00,7700,7700,14772,BBS ENTERTAINMENT INC.,637,90+,,,
639,91100130,BC 10 STAGE MANAGER                               ,31362,SELF-HELP VENTURES FUND,CLOSED,GS   (GEN SERV),,2010/07/08 00:00:00+00,575,575,9099,WILLIAM LEE CLARKE,638,61-90,,,
640,91000214,TREE AND HARDWOOD REMOVAL                         ,7609,SAFEGUARD SAFETY SHOES,CLOSED,GS   (GEN SERV),,2010/01/28 00:00:00+00,6500,6500,10032,"LIPE, JOHN R., JR.",639,1-30,,,
641,91100719,BRENDA LEE FENNELL                                ,11906,"DISASTER RECOVERY GROUP AND TREE SERVICE, INC.",CLOSED,GS   (GEN SERV),,2011/06/16 00:00:00+00,1000,1875,11612,"FENNELL, BRENDA LEE",640,61-90,,,
642,91600230,REPAIRING MOTOR FOR ELEVATOR 3                    ,10717,"BRAMBLETT, RANDALL",CLOSED,GS   (GEN SERV),,2017/05/01 00:00:00+00,5800,17495,20473,"BRIGMAN ELECTRIC SALES AND SERVICE, LLC",641,Current,,,
643,92200195,SUPPORT FOR CITYWORKS                             ,8578,SHANNON CASSON,POSTED,GS   (GEN SERV),SERVICE,2021/10/11 00:00:00+00,14505,14505,22777,TIMMONS GROUP INC.,642,90+,,,
644,91100141,BC10 ENTERTAINER                                  ,3255,"HAUSER RENTAL SERVICES, INC.",CLOSED,ENT  (ENTERTAIN),,2010/07/08 00:00:00+00,200,200,10759,"RAFFERTY, ADAM",643,90+,,,
645,91500270,200 BINGHAM RD: VAPOR INTRUSION MITIGATION DESIGN ,11106,"HUDSON, KELLY E.",CLOSED,PRO  (PRO SERVIC),,2018/05/24 00:00:00+00,37100,49081.69,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",644,31-60,,,
646,92200113,REPLACEMENT OF CELLULAR EQUIMENT AT REMOTE SITES  ,29335,PANTHEON SYSTEMS INC,POSTED,GS   (GEN SERV),,2021/07/26 00:00:00+00,24498.35,24498.35,37330,"SIMPLE COMMUNICATIONS TECHNOLOGIES, LLC",645,Current,,,
647,91100094,JULY 4TH ENTERTAINER-BRUSHFIRE STANKGRASS         ,25580,PRECISION RESCUE VEHICLES,CLOSED,ENT  (ENTERTAIN),,2010/07/02 00:00:00+00,500,500,7075,WILLIAM N SAYLOR,646,Current,,,
648,91700187,ASHEVILLE AREA ARTS COUNCIL SPF                   ,33217,"STREAMLINE AUTOMATION SYSTEMS, LLC",CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2017/08/10 00:00:00+00,10000,10000,685,ASHEVILLE AREA ARTS COUNCIL,647,Current,,,
